"GeoFips","GeoName","LineCode","Description","2016"
"12000","Florida","3","    Agriculture, forestry, fishing and hunting",8038496
"12000","Florida","6","    Mining, quarrying, and oil and gas extraction",1633153
"12000","Florida","10","    Utilities",15238573
"12000","Florida","11","    Construction",38231607
"12000","Florida","12","    Manufacturing",46910579
"12000","Florida","13","      Durable goods manufacturing",28745610
"12000","Florida","25","      Nondurable goods manufacturing",18176909
"12000","Florida","34","    Wholesale trade",61958493
"12000","Florida","35","    Retail trade",66661216
"12000","Florida","36","    Transportation and warehousing",27409576
"12000","Florida","45","    Information",42814908
"12000","Florida","50","    Finance, insurance, real estate, rental, and leasing",189513783
"12000","Florida","51","      Finance and insurance",47834131
"12000","Florida","56","      Real estate and rental and leasing",141692520
"12000","Florida","59","    Professional and business services",112388243
"12000","Florida","60","      Professional, scientific, and technical services",64074438
"12000","Florida","64","      Management of companies and enterprises",14267066
"12000","Florida","65","      Administrative and support and waste management and remediation services",34052870
"12000","Florida","68","    Educational services, health care, and social assistance",86566832
"12000","Florida","69","      Educational services",9471253
"12000","Florida","70","      Health care and social assistance",77133494
"12000","Florida","75","    Arts, entertainment, recreation, accommodation, and food services",51254678
"12000","Florida","76","      Arts, entertainment, and recreation",13990153
"12000","Florida","79","      Accommodation and food services",37253712
"12000","Florida","82","    Other services (except government and government enterprises)",22281189
"12000","Florida","83","Government and government enterprises",96393836
"12000","Florida","","Addenda:",""
"12000","Florida","87","Natural resources and mining",9734144
"12000","Florida","88","Trade",128620871
"12000","Florida","89","Transportation and utilities",42619313
"12000","Florida","90","Manufacturing and information","(NA)"
"12000","Florida","91","Private goods-producing industries 2/",95215630
"12000","Florida","92","Private services-providing industries 3/",675376005
"13000","Georgia","1","All industry total",498266779
"13000","Georgia","2","  Private industries",440064997
"13000","Georgia","3","    Agriculture, forestry, fishing and hunting",4809868
"13000","Georgia","6","    Mining, quarrying, and oil and gas extraction",1238927
"13000","Georgia","10","    Utilities",9600549
"13000","Georgia","11","    Construction",17766871
"13000","Georgia","12","    Manufacturing",52568199
"13000","Georgia","13","      Durable goods manufacturing",24434411
"13000","Georgia","25","      Nondurable goods manufacturing",28131160
"13000","Georgia","34","    Wholesale trade",40574233
"13000","Georgia","35","    Retail trade",29151945
"13000","Georgia","36","    Transportation and warehousing",21244520
"13000","Georgia","45","    Information",45784525
"13000","Georgia","50","    Finance, insurance, real estate, rental, and leasing",93051312
"13000","Georgia","51","      Finance and insurance",35358706
"13000","Georgia","56","      Real estate and rental and leasing",57853328
"13000","Georgia","59","    Professional and business services",61774189
"13000","Georgia","60","      Professional, scientific, and technical services",35087999
"13000","Georgia","64","      Management of companies and enterprises",9900873
"13000","Georgia","65","      Administrative and support and waste management and remediation services",16821311
"13000","Georgia","68","    Educational services, health care, and social assistance",39017640
"13000","Georgia","69","      Educational services",5660534
"13000","Georgia","70","      Health care and social assistance",33377567
"13000","Georgia","75","    Arts, entertainment, recreation, accommodation, and food services",15395958
"13000","Georgia","76","      Arts, entertainment, and recreation",2888444
"13000","Georgia","79","      Accommodation and food services",12506196
"13000","Georgia","82","    Other services (except government and government enterprises)",8980990
"13000","Georgia","83","Government and government enterprises",58330566
"13000","Georgia","","Addenda:",""
"13000","Georgia","87","Natural resources and mining",6053607
"13000","Georgia","88","Trade",69728886
"13000","Georgia","89","Transportation and utilities",30822090
"13000","Georgia","90","Manufacturing and information","(NA)"
"13000","Georgia","91","Private goods-producing industries 2/",76531160
"13000","Georgia","92","Private services-providing industries 3/",363512600
"19000","Iowa","1","All industry total",168876432
"19000","Iowa","2","  Private industries",150253839
"19000","Iowa","3","    Agriculture, forestry, fishing and hunting",11750037
"19000","Iowa","6","    Mining, quarrying, and oil and gas extraction",318404
"19000","Iowa","10","    Utilities",2897939
"19000","Iowa","11","    Construction",6640304
"19000","Iowa","12","    Manufacturing",27503010
"19000","Iowa","13","      Durable goods manufacturing",14273839
"19000","Iowa","25","      Nondurable goods manufacturing",13219305
"19000","Iowa","34","    Wholesale trade",10309622
"19000","Iowa","35","    Retail trade",9230827
"19000","Iowa","36","    Transportation and warehousing",5193659
"19000","Iowa","45","    Information",4614621
"19000","Iowa","50","    Finance, insurance, real estate, rental, and leasing",39728676
"19000","Iowa","51","      Finance and insurance",23254131
"19000","Iowa","56","      Real estate and rental and leasing",16368274
"19000","Iowa","59","    Professional and business services",11000134
"19000","Iowa","60","      Professional, scientific, and technical services",5689730
"19000","Iowa","64","      Management of companies and enterprises",2171671
"19000","Iowa","65","      Administrative and support and waste management and remediation services",3155138
"19000","Iowa","68","    Educational services, health care, and social assistance",12940459
"19000","Iowa","69","      Educational services",1670396
"19000","Iowa","70","      Health care and social assistance",11271468
"19000","Iowa","75","    Arts, entertainment, recreation, accommodation, and food services",4611275
"19000","Iowa","76","      Arts, entertainment, and recreation",1015610
"19000","Iowa","79","      Accommodation and food services",3593099
"19000","Iowa","82","    Other services (except government and government enterprises)",3282077
"19000","Iowa","83","Government and government enterprises",18637372
"19000","Iowa","","Addenda:",""
"19000","Iowa","87","Natural resources and mining",12064113
"19000","Iowa","88","Trade",19541640
"19000","Iowa","89","Transportation and utilities",8087521
"19000","Iowa","90","Manufacturing and information","(NA)"
"19000","Iowa","91","Private goods-producing industries 2/",46097522
"19000","Iowa","92","Private services-providing industries 3/",103893532
"26000","Michigan","1","All industry total",452268793
"26000","Michigan","2","  Private industries",405380325
"26000","Michigan","3","    Agriculture, forestry, fishing and hunting",4057158
"26000","Michigan","6","    Mining, quarrying, and oil and gas extraction",2486901
"26000","Michigan","10","    Utilities",9008345
"26000","Michigan","11","    Construction",15922448
"26000","Michigan","12","    Manufacturing",83092513
"26000","Michigan","13","      Durable goods manufacturing",63754524
"26000","Michigan","25","      Nondurable goods manufacturing",19385887
"26000","Michigan","34","    Wholesale trade",31404652
"26000","Michigan","35","    Retail trade",28733672
"26000","Michigan","36","    Transportation and warehousing",11036356
"26000","Michigan","45","    Information",13707841
"26000","Michigan","50","    Finance, insurance, real estate, rental, and leasing",76776815
"26000","Michigan","51","      Finance and insurance",23821538
"26000","Michigan","56","      Real estate and rental and leasing",52898814
"26000","Michigan","59","    Professional and business services",60969925
"26000","Michigan","60","      Professional, scientific, and technical services",37004549
"26000","Michigan","64","      Management of companies and enterprises",9719649
"26000","Michigan","65","      Administrative and support and waste management and remediation services",14308415
"26000","Michigan","68","    Educational services, health care, and social assistance",43643479
"26000","Michigan","69","      Educational services",3865919
"26000","Michigan","70","      Health care and social assistance",39790148
"26000","Michigan","75","    Arts, entertainment, recreation, accommodation, and food services",14988034
"26000","Michigan","76","      Arts, entertainment, and recreation",3150745
"26000","Michigan","79","      Accommodation and food services",11836129
"26000","Michigan","82","    Other services (except government and government enterprises)",9848505
"26000","Michigan","83","Government and government enterprises",46999720
"26000","Michigan","","Addenda:",""
"26000","Michigan","87","Natural resources and mining",6551220
"26000","Michigan","88","Trade",60141008
"26000","Michigan","89","Transportation and utilities",20017915
"26000","Michigan","90","Manufacturing and information","(NA)"
"26000","Michigan","91","Private goods-producing industries 2/",105526053
"26000","Michigan","92","Private services-providing industries 3/",299942499
"27000","Minnesota","1","All industry total",319129918
"27000","Minnesota","2","  Private industries",288774309
"27000","Minnesota","3","    Agriculture, forestry, fishing and hunting",7780097
"27000","Minnesota","6","    Mining, quarrying, and oil and gas extraction",2858274
"27000","Minnesota","10","    Utilities",4902743
"27000","Minnesota","11","    Construction",11213615
"27000","Minnesota","12","    Manufacturing",47208653
"27000","Minnesota","13","      Durable goods manufacturing",29512967
"27000","Minnesota","25","      Nondurable goods manufacturing",17669787
"27000","Minnesota","34","    Wholesale trade",22493485
"27000","Minnesota","35","    Retail trade",17938169
"27000","Minnesota","36","    Transportation and warehousing",9455982
"27000","Minnesota","45","    Information",12846551
"27000","Minnesota","50","    Finance, insurance, real estate, rental, and leasing",58911587
"27000","Minnesota","51","      Finance and insurance",25096009
"27000","Minnesota","56","      Real estate and rental and leasing",33706208
"27000","Minnesota","59","    Professional and business services",43161830
"27000","Minnesota","60","      Professional, scientific, and technical services",23011787
"27000","Minnesota","64","      Management of companies and enterprises",12464677
"27000","Minnesota","65","      Administrative and support and waste management and remediation services",7662673
"27000","Minnesota","68","    Educational services, health care, and social assistance",33639558
"27000","Minnesota","69","      Educational services",3352154
"27000","Minnesota","70","      Health care and social assistance",30302555
"27000","Minnesota","75","    Arts, entertainment, recreation, accommodation, and food services",10042754
"27000","Minnesota","76","      Arts, entertainment, and recreation",2822057
"27000","Minnesota","79","      Accommodation and food services",7224403
"27000","Minnesota","82","    Other services (except government and government enterprises)",6392799
"27000","Minnesota","83","Government and government enterprises",30413065
"27000","Minnesota","","Addenda:",""
"27000","Minnesota","87","Natural resources and mining",10777893
"27000","Minnesota","88","Trade",40432250
"27000","Minnesota","89","Transportation and utilities",14342874
"27000","Minnesota","90","Manufacturing and information","(NA)"
"27000","Minnesota","91","Private goods-producing industries 2/",69170982
"27000","Minnesota","92","Private services-providing industries 3/",219539445
"32000","Nevada","1","All industry total",139295513
"32000","Nevada","2","  Private industries",123908361
"32000","Nevada","3","    Agriculture, forestry, fishing and hunting",365367
"32000","Nevada","6","    Mining, quarrying, and oil and gas extraction",3971004
"32000","Nevada","10","    Utilities",2192242
"32000","Nevada","11","    Construction",5724559
"32000","Nevada","12","    Manufacturing",5793039
"32000","Nevada","13","      Durable goods manufacturing",4082187
"32000","Nevada","25","      Nondurable goods manufacturing",1709653
"32000","Nevada","34","    Wholesale trade",5988722
"32000","Nevada","35","    Retail trade",10231693
"32000","Nevada","36","    Transportation and warehousing",6175066
"32000","Nevada","45","    Information",5041796
"32000","Nevada","50","    Finance, insurance, real estate, rental, and leasing",27473353
"32000","Nevada","51","      Finance and insurance",6905814
"32000","Nevada","56","      Real estate and rental and leasing",20555244
"32000","Nevada","59","    Professional and business services",15531673
"32000","Nevada","60","      Professional, scientific, and technical services",6827390
"32000","Nevada","64","      Management of companies and enterprises",4206569
"32000","Nevada","65","      Administrative and support and waste management and remediation services",4522958
"32000","Nevada","68","    Educational services, health care, and social assistance",9509788
"32000","Nevada","69","      Educational services",698501
"32000","Nevada","70","      Health care and social assistance",8818122
"32000","Nevada","75","    Arts, entertainment, recreation, accommodation, and food services",23464582
"32000","Nevada","76","      Arts, entertainment, and recreation",4698570
"32000","Nevada","79","      Accommodation and food services",18762500
"32000","Nevada","82","    Other services (except government and government enterprises)",2429292
"32000","Nevada","83","Government and government enterprises",15398883
"32000","Nevada","","Addenda:",""
"32000","Nevada","87","Natural resources and mining",4364741
"32000","Nevada","88","Trade",16220109
"32000","Nevada","89","Transportation and utilities",8360656
"32000","Nevada","90","Manufacturing and information","(NA)"
"32000","Nevada","91","Private goods-producing industries 2/",16041536
"32000","Nevada","92","Private services-providing industries 3/",107800048
"37000","North Carolina","1","All industry total",475338993
"37000","North Carolina","2","  Private industries",412558154
"37000","North Carolina","3","    Agriculture, forestry, fishing and hunting",6276200
"37000","North Carolina","6","    Mining, quarrying, and oil and gas extraction",579272
"37000","North Carolina","10","    Utilities",7340555
"37000","North Carolina","11","    Construction",15699082
"37000","North Carolina","12","    Manufacturing",87698159
"37000","North Carolina","13","      Durable goods manufacturing",38862699
"37000","North Carolina","25","      Nondurable goods manufacturing",48902112
"37000","North Carolina","34","    Wholesale trade",29225720
"37000","North Carolina","35","    Retail trade",26357865
"37000","North Carolina","36","    Transportation and warehousing",10385261
"37000","North Carolina","45","    Information",19782396
"37000","North Carolina","50","    Finance, insurance, real estate, rental, and leasing",87469964
"37000","North Carolina","51","      Finance and insurance",35346835
"37000","North Carolina","56","      Real estate and rental and leasing",52192259
"37000","North Carolina","59","    Professional and business services",57535806
"37000","North Carolina","60","      Professional, scientific, and technical services",30239705
"37000","North Carolina","64","      Management of companies and enterprises",12610305
"37000","North Carolina","65","      Administrative and support and waste management and remediation services",14709905
"37000","North Carolina","68","    Educational services, health care, and social assistance",38949928
"37000","North Carolina","69","      Educational services",6509810
"37000","North Carolina","70","      Health care and social assistance",32436996
"37000","North Carolina","75","    Arts, entertainment, recreation, accommodation, and food services",16619101
"37000","North Carolina","76","      Arts, entertainment, and recreation",3937613
"37000","North Carolina","79","      Accommodation and food services",12671960
"37000","North Carolina","82","    Other services (except government and government enterprises)",9311417
"37000","North Carolina","83","Government and government enterprises",62844231
"37000","North Carolina","","Addenda:",""
"37000","North Carolina","87","Natural resources and mining",6854528
"37000","North Carolina","88","Trade",55585394
"37000","North Carolina","89","Transportation and utilities",17711052
"37000","North Carolina","90","Manufacturing and information","(NA)"
"37000","North Carolina","91","Private goods-producing industries 2/",110207883
"37000","North Carolina","92","Private services-providing industries 3/",302362342
"39000","Ohio","1","All industry total",585088902
"39000","Ohio","2","  Private industries",523391611
"39000","Ohio","3","    Agriculture, forestry, fishing and hunting",4107551
"39000","Ohio","6","    Mining, quarrying, and oil and gas extraction",16869965
"39000","Ohio","10","    Utilities",9764993
"39000","Ohio","11","    Construction",18729030
"39000","Ohio","12","    Manufacturing",98794343
"39000","Ohio","13","      Durable goods manufacturing",54550978
"39000","Ohio","25","      Nondurable goods manufacturing",44231523
"39000","Ohio","34","    Wholesale trade",37476821
"39000","Ohio","35","    Retail trade",35821560
"39000","Ohio","36","    Transportation and warehousing",18165036
"39000","Ohio","45","    Information",18230268
"39000","Ohio","50","    Finance, insurance, real estate, rental, and leasing",110617500
"39000","Ohio","51","      Finance and insurance",47980399
"39000","Ohio","56","      Real estate and rental and leasing",62466623
"39000","Ohio","59","    Professional and business services",68536895
"39000","Ohio","60","      Professional, scientific, and technical services",31185226
"39000","Ohio","64","      Management of companies and enterprises",20159972
"39000","Ohio","65","      Administrative and support and waste management and remediation services",17238664
"39000","Ohio","68","    Educational services, health care, and social assistance",57181643
"39000","Ohio","69","      Educational services",5576137
"39000","Ohio","70","      Health care and social assistance",51620759
"39000","Ohio","75","    Arts, entertainment, recreation, accommodation, and food services",20226467
"39000","Ohio","76","      Arts, entertainment, and recreation",6450926
"39000","Ohio","79","      Accommodation and food services",13774023
"39000","Ohio","82","    Other services (except government and government enterprises)",11484743
"39000","Ohio","83","Government and government enterprises",61830297
"39000","Ohio","","Addenda:",""
"39000","Ohio","87","Natural resources and mining",20369444
"39000","Ohio","88","Trade",73300125
"39000","Ohio","89","Transportation and utilities",27881532
"39000","Ohio","90","Manufacturing and information","(NA)"
"39000","Ohio","91","Private goods-producing industries 2/",135841746
"39000","Ohio","92","Private services-providing industries 3/",387620499
"04001","Apache, AZ","1","All industry total",2509130
"04001","Apache, AZ","2","  Private industries",1720966
"04001","Apache, AZ","3","    Agriculture, forestry, fishing and hunting",5963
"04001","Apache, AZ","6","    Mining, quarrying, and oil and gas extraction",52268
"04001","Apache, AZ","10","    Utilities",635964
"04001","Apache, AZ","11","    Construction",17794
"04001","Apache, AZ","12","    Manufacturing",6813
"04001","Apache, AZ","13","      Durable goods manufacturing",5124
"04001","Apache, AZ","25","      Nondurable goods manufacturing",1795
"04001","Apache, AZ","34","    Wholesale trade","(D)"
"04001","Apache, AZ","35","    Retail trade","(D)"
"04001","Apache, AZ","36","    Transportation and warehousing",227808
"04001","Apache, AZ","45","    Information",21912
"04001","Apache, AZ","50","    Finance, insurance, real estate, rental, and leasing",403141
"04001","Apache, AZ","51","      Finance and insurance",10611
"04001","Apache, AZ","56","      Real estate and rental and leasing",392385
"04001","Apache, AZ","59","    Professional and business services",59861
"04001","Apache, AZ","60","      Professional, scientific, and technical services",9004
"04001","Apache, AZ","64","      Management of companies and enterprises",36558
"04001","Apache, AZ","65","      Administrative and support and waste management and remediation services",14269
"04001","Apache, AZ","68","    Educational services, health care, and social assistance",174043
"04001","Apache, AZ","69","      Educational services",21879
"04001","Apache, AZ","70","      Health care and social assistance",152233
"04001","Apache, AZ","75","    Arts, entertainment, recreation, accommodation, and food services",33562
"04001","Apache, AZ","76","      Arts, entertainment, and recreation",1329
"04001","Apache, AZ","79","      Accommodation and food services",32238
"04001","Apache, AZ","82","    Other services (except government and government enterprises)",14902
"04001","Apache, AZ","83","Government and government enterprises",788311
"04001","Apache, AZ","","Addenda:",""
"04001","Apache, AZ","87","Natural resources and mining",57929
"04001","Apache, AZ","88","Trade",74634
"04001","Apache, AZ","89","Transportation and utilities",863755
"04001","Apache, AZ","90","Manufacturing and information",28194
"04001","Apache, AZ","91","Private goods-producing industries 2/",76518
"04001","Apache, AZ","92","Private services-providing industries 3/",1642433
"04003","Cochise, AZ","1","All industry total",4315749
"04003","Cochise, AZ","2","  Private industries",2707237
"04003","Cochise, AZ","3","    Agriculture, forestry, fishing and hunting",161406
"04003","Cochise, AZ","6","    Mining, quarrying, and oil and gas extraction",11854
"04003","Cochise, AZ","10","    Utilities",124301
"04003","Cochise, AZ","11","    Construction",85276
"04003","Cochise, AZ","12","    Manufacturing",64316
"04003","Cochise, AZ","13","      Durable goods manufacturing",24630
"04003","Cochise, AZ","25","      Nondurable goods manufacturing",39679
"04003","Cochise, AZ","34","    Wholesale trade",80866
"04003","Cochise, AZ","35","    Retail trade",260172
"04003","Cochise, AZ","36","    Transportation and warehousing",79256
"04003","Cochise, AZ","45","    Information",131448
"04003","Cochise, AZ","50","    Finance, insurance, real estate, rental, and leasing",875539
"04003","Cochise, AZ","51","      Finance and insurance",238852
"04003","Cochise, AZ","56","      Real estate and rental and leasing",636196
"04003","Cochise, AZ","59","    Professional and business services",373111
"04003","Cochise, AZ","60","      Professional, scientific, and technical services",231895
"04003","Cochise, AZ","64","      Management of companies and enterprises",39711
"04003","Cochise, AZ","65","      Administrative and support and waste management and remediation services",101727
"04003","Cochise, AZ","68","    Educational services, health care, and social assistance",313133
"04003","Cochise, AZ","69","      Educational services",66069
"04003","Cochise, AZ","70","      Health care and social assistance",247968
"04003","Cochise, AZ","75","    Arts, entertainment, recreation, accommodation, and food services",113706
"04003","Cochise, AZ","76","      Arts, entertainment, and recreation",12980
"04003","Cochise, AZ","79","      Accommodation and food services",100803
"04003","Cochise, AZ","82","    Other services (except government and government enterprises)",61295
"04003","Cochise, AZ","83","Government and government enterprises",1609888
"04003","Cochise, AZ","","Addenda:",""
"04003","Cochise, AZ","87","Natural resources and mining",176384
"04003","Cochise, AZ","88","Trade",341094
"04003","Cochise, AZ","89","Transportation and utilities",203251
"04003","Cochise, AZ","90","Manufacturing and information",195577
"04003","Cochise, AZ","91","Private goods-producing industries 2/",298566
"04003","Cochise, AZ","92","Private services-providing industries 3/",2411317
"04005","Coconino, AZ","1","All industry total",6396139
"04005","Coconino, AZ","2","  Private industries",4950473
"04005","Coconino, AZ","3","    Agriculture, forestry, fishing and hunting",9446
"04005","Coconino, AZ","6","    Mining, quarrying, and oil and gas extraction",28837
"04005","Coconino, AZ","10","    Utilities",696992
"04005","Coconino, AZ","11","    Construction",175931
"04005","Coconino, AZ","12","    Manufacturing",571463
"04005","Coconino, AZ","13","      Durable goods manufacturing",486322
"04005","Coconino, AZ","25","      Nondurable goods manufacturing",84880
"04005","Coconino, AZ","34","    Wholesale trade",110341
"04005","Coconino, AZ","35","    Retail trade",434530
"04005","Coconino, AZ","36","    Transportation and warehousing",111896
"04005","Coconino, AZ","45","    Information",87262
"04005","Coconino, AZ","50","    Finance, insurance, real estate, rental, and leasing",1008596
"04005","Coconino, AZ","51","      Finance and insurance",102849
"04005","Coconino, AZ","56","      Real estate and rental and leasing",905715
"04005","Coconino, AZ","59","    Professional and business services",252717
"04005","Coconino, AZ","60","      Professional, scientific, and technical services",129307
"04005","Coconino, AZ","64","      Management of companies and enterprises",46695
"04005","Coconino, AZ","65","      Administrative and support and waste management and remediation services",76949
"04005","Coconino, AZ","68","    Educational services, health care, and social assistance",694969
"04005","Coconino, AZ","69","      Educational services",28952
"04005","Coconino, AZ","70","      Health care and social assistance",665948
"04005","Coconino, AZ","75","    Arts, entertainment, recreation, accommodation, and food services",669179
"04005","Coconino, AZ","76","      Arts, entertainment, and recreation",117904
"04005","Coconino, AZ","79","      Accommodation and food services",551631
"04005","Coconino, AZ","82","    Other services (except government and government enterprises)",104596
"04005","Coconino, AZ","83","Government and government enterprises",1446183
"04005","Coconino, AZ","","Addenda:",""
"04005","Coconino, AZ","87","Natural resources and mining",39329
"04005","Coconino, AZ","88","Trade",544919
"04005","Coconino, AZ","89","Transportation and utilities",808152
"04005","Coconino, AZ","90","Manufacturing and information",657409
"04005","Coconino, AZ","91","Private goods-producing industries 2/",790103
"04005","Coconino, AZ","92","Private services-providing industries 3/",4160181
"04007","Gila, AZ","1","All industry total",1895553
"04007","Gila, AZ","2","  Private industries",1557470
"04007","Gila, AZ","3","    Agriculture, forestry, fishing and hunting",329
"04007","Gila, AZ","6","    Mining, quarrying, and oil and gas extraction",396071
"04007","Gila, AZ","10","    Utilities",8012
"04007","Gila, AZ","11","    Construction",43321
"04007","Gila, AZ","12","    Manufacturing",305174
"04007","Gila, AZ","13","      Durable goods manufacturing",303137
"04007","Gila, AZ","25","      Nondurable goods manufacturing",1641
"04007","Gila, AZ","34","    Wholesale trade",23452
"04007","Gila, AZ","35","    Retail trade",95508
"04007","Gila, AZ","36","    Transportation and warehousing",26093
"04007","Gila, AZ","45","    Information",24192
"04007","Gila, AZ","50","    Finance, insurance, real estate, rental, and leasing",353318
"04007","Gila, AZ","51","      Finance and insurance",31759
"04007","Gila, AZ","56","      Real estate and rental and leasing",321815
"04007","Gila, AZ","59","    Professional and business services",74839
"04007","Gila, AZ","60","      Professional, scientific, and technical services","(D)"
"04007","Gila, AZ","64","      Management of companies and enterprises","(D)"
"04007","Gila, AZ","65","      Administrative and support and waste management and remediation services",17389
"04007","Gila, AZ","68","    Educational services, health care, and social assistance",91703
"04007","Gila, AZ","69","      Educational services",3912
"04007","Gila, AZ","70","      Health care and social assistance",87769
"04007","Gila, AZ","75","    Arts, entertainment, recreation, accommodation, and food services",55106
"04007","Gila, AZ","76","      Arts, entertainment, and recreation",6743
"04007","Gila, AZ","79","      Accommodation and food services",48418
"04007","Gila, AZ","82","    Other services (except government and government enterprises)",21841
"04007","Gila, AZ","83","Government and government enterprises",332734
"04007","Gila, AZ","","Addenda:",""
"04007","Gila, AZ","87","Natural resources and mining",396928
"04007","Gila, AZ","88","Trade",118950
"04007","Gila, AZ","89","Transportation and utilities",34068
"04007","Gila, AZ","90","Manufacturing and information",331234
"04007","Gila, AZ","91","Private goods-producing industries 2/",755913
"04007","Gila, AZ","92","Private services-providing industries 3/",774074
"04009","Graham, AZ","1","All industry total",971213
"04009","Graham, AZ","2","  Private industries",756942
"04009","Graham, AZ","3","    Agriculture, forestry, fishing and hunting",91338
"04009","Graham, AZ","6","    Mining, quarrying, and oil and gas extraction",228387
"04009","Graham, AZ","10","    Utilities",5173
"04009","Graham, AZ","11","    Construction",14113
"04009","Graham, AZ","12","    Manufacturing",13247
"04009","Graham, AZ","13","      Durable goods manufacturing",2314
"04009","Graham, AZ","25","      Nondurable goods manufacturing",10839
"04009","Graham, AZ","34","    Wholesale trade",16365
"04009","Graham, AZ","35","    Retail trade",79184
"04009","Graham, AZ","36","    Transportation and warehousing","(D)"
"04009","Graham, AZ","45","    Information",6242
"04009","Graham, AZ","50","    Finance, insurance, real estate, rental, and leasing",145596
"04009","Graham, AZ","51","      Finance and insurance",13052
"04009","Graham, AZ","56","      Real estate and rental and leasing",132618
"04009","Graham, AZ","59","    Professional and business services",80924
"04009","Graham, AZ","60","      Professional, scientific, and technical services",37081
"04009","Graham, AZ","64","      Management of companies and enterprises","(D)"
"04009","Graham, AZ","65","      Administrative and support and waste management and remediation services","(D)"
"04009","Graham, AZ","68","    Educational services, health care, and social assistance","(D)"
"04009","Graham, AZ","69","      Educational services","(D)"
"04009","Graham, AZ","70","      Health care and social assistance",60085
"04009","Graham, AZ","75","    Arts, entertainment, recreation, accommodation, and food services",33346
"04009","Graham, AZ","76","      Arts, entertainment, and recreation",867
"04009","Graham, AZ","79","      Accommodation and food services",32465
"04009","Graham, AZ","82","    Other services (except government and government enterprises)",17299
"04009","Graham, AZ","83","Government and government enterprises",215839
"04009","Graham, AZ","","Addenda:",""
"04009","Graham, AZ","87","Natural resources and mining",326541
"04009","Graham, AZ","88","Trade",95556
